FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
boot,28000.0,250.0,12550.847639089148,15636.688193347823,19242.14949661084,123.19444186173415,0.3586937038832763,0.1300059666328756,660.7825085742592,13498.746051265909,10.417589348161426
boot,28000.0,260.0,15483.03537694775,19926.516899008493,23069.646295558145,132.98189500728103,0.35233400016452,0.13822238657555067,604.5107692614404,15586.463504635134,11.290348252219916
boot,28000.0,270.0,15675.198205466979,19346.181278738855,23876.793715742813,144.39154539027618,0.33727606874538196,0.11958166875689048,582.7536013936603,15787.107152306624,11.752441494680042
boot,28000.0,280.0,16619.037570533696,17826.248908729784,22698.98735387887,148.03591222873615,0.35906625679072646,0.07699307808095644,609.595204261065,16742.77363546288,11.835792476313031
boot,28000.0,300.0,18312.58026793296,21164.420657206767,23972.909295983463,156.13396665277202,0.3272972049306666,0.05973587914633416,572.5539987022069,18616.398839262474,13.368225359375247
boot,28000.0,310.0,18401.1118243897,21073.59511370577,24421.512258781644,159.87118312289286,0.34986064146490337,0.07701420287762498,579.623741910201,18965.346321938054,11.827142247642145
boot,28000.0,320.0,18929.474449006924,22341.858304598678,25061.785387877168,172.4607340026178,0.3122846289843781,0.09178936472823117,614.9499440447509,19757.699165676564,9.447226057979366
boot,28000.0,330.0,19518.60528054137,22655.23436323895,28839.057171362332,179.95310462960083,0.351954093637796,0.10758623384986586,632.4026231790994,19479.195036374236,6.969006223952249
boot,28000.0,340.0,19564.92353103046,23760.944264961112,28174.842173603156,174.1620342582356,0.33383211875314805,0.10254122653586138,585.4428405082213,19577.278119741222,4.365823856426102
boot,28000.0,350.0,19193.464064144362,23079.665310468325,24662.45544436541,174.17719722912787,0.3299548429193451,0.07140509043665484,608.9003734176954,18872.22188104647,2.168850593843789
boot,28000.0,360.0,18859.955319421857,22534.942210441128,28263.417758559845,179.7848420251975,0.3338521997069072,0.07638255708344997,628.548762030883,20544.95270087436,14.79462270177131
boot,28000.0,370.0,18413.953554744345,22838.817817739196,28009.226637572585,191.29253953330416,0.33809695926045513,0.07486239603828956,615.1289153824957,20377.456066029798,10.705396322058036
boot,28000.0,380.0,20244.28329739231,22878.105013059558,23790.22516947069,186.94504514575627,0.3277466775916878,0.08297747068248544,639.5065207974471,19013.818405752587,10.004845378982408
boot,28000.0,390.0,20921.04978263693,24123.11215866893,28363.81364750097,208.11131403231175,0.361338073991803,0.12334472389089128,627.4277983179857,21549.1362821624,10.895375417799375
boot,28000.0,400.0,21528.82668354605,25927.866463988845,29446.54434575303,209.93990829419712,0.38887060125667844,0.14757049667025698,587.6932150818171,22868.88713059923,12.474518766099653
boot,28000.0,410.0,18853.190021329654,21769.265704612655,26129.16477955898,203.64116505890786,0.30851192614842793,0.1081857466266375,604.686151015099,18779.101940922254,11.077151103353541
boot,28000.0,420.0,19208.184639653085,22267.70030802656,27088.978327136178,214.479178389186,0.29965935766760765,0.09881895465640932,587.7759138597099,18793.04834519368,12.16341682060856
boot,28000.0,430.0,17176.95365271883,19503.915716116793,22411.60228188947,215.68288668166193,0.23366364233155404,0.10261112464846138,629.6256866080229,16364.562648678182,18.203377638247765
boot,28000.0,440.0,17183.979250345623,21167.485001297126,23702.06394136,213.73004340852398,0.2547578848846673,0.09323479816003104,586.3634505457574,18291.273237040285,12.998739075250342
boot,28000.0,450.0,19903.01358422772,22328.544988017777,24602.115953724795,230.85219397983366,0.34641270103607963,0.05316041539520347,651.008141701866,19426.120664071506,8.365325408707841
boot,28000.0,460.0,19894.685884218576,22059.4969143192,24058.964686068495,206.1394474588446,0.33243757175769134,0.0658624250078537,592.4646774577475,19366.753770047893,10.626180554834592
boot,28000.0,470.0,15896.76051083731,20025.40294889404,22727.88602728008,222.56064586244125,0.24957457886655857,0.08275377969756251,587.7220221629563,15991.619124822299,15.428382926333576
boot,28000.0,480.0,15996.265109643216,18412.500385720592,20712.743226233157,229.52153769931397,0.23253563159575005,0.0948864929469252,607.570443938085,16052.787782645313,18.855366618798975
boot,28000.0,490.0,15430.405619488713,18617.38941285802,21506.334107388273,225.22334900449675,0.21374908531286335,0.09961005627324929,593.7418649269938,16506.496944192433,23.33783996165531
boot,28000.0,500.0,15124.556776452695,16428.636205235776,18451.62140925443,234.0325072686444,0.15720114873321167,0.10820366479888405,590.6285992152353,14580.816421952693,28.9715904768236
boot,29000.0,50.0,14045.220353639264,18889.944787529814,25405.33070202526,21.23721558560379,0.14496173163479528,0.18697083553060137,627.8647467766903,14009.05502745817,12.719525477024543
boot,29000.0,60.0,14267.153939708956,19040.463845775816,24374.440838112365,23.842836303829632,0.1931916391223895,0.1912030983928614,576.9594490011252,14232.0808610892,13.15278118633884
boot,29000.0,70.0,14473.296203579514,17753.33449986538,24111.692867107642,25.340472812342174,0.21806682183659407,0.18611713478883804,569.1923929867586,15050.002959193298,13.663667276796682
boot,29000.0,80.0,15704.671607988861,18487.35670927083,24656.48381845698,29.869483548584395,0.252422747142055,0.18425358798831581,550.3756281096987,14474.140135190544,14.024550953318048
boot,29000.0,90.0,15612.190379869638,18735.740715045824,25427.408220207893,31.319696808559424,0.29695210385545795,0.17404381889973655,546.0632731151152,16148.61911122185,14.924711932088043
boot,29000.0,100.0,15359.59567043437,18967.5556994096,24602.542236480793,32.36267336683989,0.3703073623404253,0.1611529698810617,555.0362581185507,16288.274830509035,15.609816161719344
boot,29000.0,110.0,16480.58084427571,19592.892556991308,23174.821170024432,38.16245232469157,0.7206686986909634,0.15916383108877918,562.7999940843848,17314.688097353217,16.534532618196252
boot,29000.0,120.0,17460.960788730594,20833.928877476264,27455.781963641275,50.40695821593975,0.2737961704006097,0.17551169050482396,619.2051942739531,15900.887964269219,15.204105765374345
boot,29000.0,130.0,17628.81328521376,22339.04379498539,26513.65502509395,49.12204763756758,0.33333401432630155,0.11692738885420782,620.5614229652302,17959.26855569517,14.134918190100683
boot,29000.0,140.0,18152.103873350763,22989.0332553246,29236.230676581756,51.010466093732234,0.37301596880700083,0.11952443206016518,659.0546682751406,19168.070834267302,15.112167700967957
boot,29000.0,150.0,19980.141909808946,23207.70548001379,30029.75247782408,57.13648984303154,0.30651489752130456,0.08702785645543405,653.2723103678222,19649.02594874028,25.557742905496116
boot,29000.0,160.0,19480.305197537287,23351.752300099663,29951.483497674264,66.59669903698988,0.3122862242785826,0.08690257675998872,670.6249757427921,19929.16269487542,19.771691961829806
boot,29000.0,170.0,19485.033684169583,25176.649884226455,30080.27983965413,73.6797155316818,0.2903345698850525,0.08050517541953761,669.6874068156121,19402.016224028626,18.759408712956567
boot,29000.0,180.0,20089.809696991528,25065.76763450204,30329.25019690716,79.4248728019363,0.2711845145551543,0.08764208948193127,629.5756178517235,19656.977511358553,15.47069993977609
boot,29000.0,190.0,18846.495970351367,22483.81112409725,26848.772156048668,96.0660999196782,0.2370004638810457,0.12464403813374719,620.6571732070145,20275.406203537677,13.958810070266342
boot,29000.0,200.0,22447.351877263398,26278.35827068119,28894.557900090862,92.05283181369963,0.22318289224161802,0.07418593287999398,666.9178392243215,20359.049595680328,13.348269575143414
boot,29000.0,210.0,19659.54539943134,23727.070434354544,24826.397980558457,106.8121812555001,0.2499240586203682,0.08377473999366941,670.9289865040754,19458.74136406453,14.206689555988918
boot,29000.0,220.0,18223.60913044871,20991.18012878876,24809.7129743962,95.41605483459011,0.24748091239699774,0.10275976088807229,639.4525901408481,18490.25476583743,21.72748702131113
boot,29000.0,230.0,16364.960153404243,19829.798455021053,23013.59732808342,110.49136933721388,0.40220676801253946,0.11088624609715653,631.9394837643619,15938.181864712382,21.007700051993275
boot,29000.0,240.0,14587.866507645489,17163.692971860008,21141.015446382382,114.66867607706376,0.35421234953341924,0.1300849704440464,642.5635920748216,15328.884092873917,13.460457659203799
boot,29000.0,250.0,12521.708402302005,15821.99592362771,19956.7833580314,125.40691208052482,0.3739018861402732,0.14787675595091038,644.1526930750379,13258.33756915824,11.763709688234302
boot,29000.0,260.0,16397.045837151985,19451.391284944228,23371.28711306043,133.34314203669055,0.3307578935458939,0.14577171716033693,633.1640094110659,15435.978363197379,11.650130581336832
boot,29000.0,270.0,15634.513110958866,18436.75673520136,21782.582748320277,138.03098815927416,0.3656868876207572,0.11505577743328273,608.555309232334,15883.809851129736,12.236670277951562
boot,29000.0,280.0,16438.859892535515,18805.934717002456,22180.790593477017,143.4423549329307,0.3521395530758879,0.0786560304587174,599.9228570944183,16123.90661531924,13.141342300025972
boot,29000.0,290.0,17751.096295961688,20870.8222787904,23811.982059347953,152.78296199871332,0.3464872720777315,0.06478515466766167,608.4322834744326,17860.909051133025,15.00810887673677
boot,29000.0,300.0,18403.68908111479,21507.53680402752,24675.81774335419,164.8522645379036,0.33963865406429256,0.062293354315023676,553.9460003981304,19513.16229495028,13.937053201822254
boot,29000.0,310.0,18794.370992329797,20862.47936717292,24953.894987805004,158.65026198794845,0.3474622061024213,0.07886438775821672,580.2748193234053,18350.822544139857,13.171395202676868
boot,29000.0,320.0,18851.936357661765,22266.435958923375,27292.428603171156,166.93690130834736,0.32501752258456723,0.09167871243113385,610.2531751307428,19257.066750021873,10.608800442712132
boot,29000.0,330.0,18522.476937534022,23457.293962460775,26337.890951141857,175.4418154031436,0.3355146122506121,0.10856951388372199,614.5076733159866,21148.862831074748,8.514361390877552
boot,29000.0,340.0,19944.54149189769,23387.637140365114,29186.802918004483,166.54891330735865,0.33025255729873526,0.10130859757827625,601.2007084990902,19757.179987971205,6.530308672815897
boot,29000.0,350.0,19826.85752157053,23366.071665964962,26509.005742848647,166.68578438411788,0.34423860164133574,0.07174004936605011,603.1421104348093,19585.38102953049,4.094305030260958
boot,29000.0,360.0,20147.939788427677,22380.21312153871,25846.275272833624,171.68186988974594,0.32414578174996594,0.07728436179869212,624.3394305942129,18935.607664866136,15.99501490671487
boot,29000.0,380.0,19021.18215384583,22652.81301664112,26898.36573256531,187.83474891075338,0.3305720854215531,0.0738903767079848,631.1927086040688,18478.071111136873,12.575834956711612
boot,29000.0,390.0,20228.27498286236,24256.763001614512,29088.50789872166,202.53833544481353,0.34512885921241865,0.11836785399795122,596.4788655898925,20960.14301175814,12.886593664937315
boot,29000.0,400.0,22548.399833054747,24600.048181616312,29744.039040187476,210.50670652610432,0.3873378244990648,0.15384301132371767,558.1317203907681,21954.55740581052,14.423359763913892
boot,29000.0,410.0,19944.385032902865,21958.138026640052,26778.725241679014,209.5249757827315,0.30736098957942654,0.10291506208387466,622.0061781479744,19700.459351526657,13.063017048507826
boot,29000.0,420.0,19055.18303952253,23106.359685565276,27047.41027069672,202.4179551528203,0.3093340029926031,0.10106676338625936,620.5823738196278,19333.585537405448,13.327465736848952
boot,29000.0,430.0,17656.95421651516,18834.80600761701,22182.823239422723,207.30774332823574,0.24007271581951894,0.10079433079683933,614.4949464073575,17424.618403314736,17.952528097029756
boot,29000.0,440.0,17720.001241834165,20075.64814044426,23863.361559055316,213.96139593783272,0.25608531055629413,0.09305867455085838,601.6075242813199,17594.585961438217,13.4453826122567
boot,29000.0,450.0,19656.556980817502,23908.388047359207,24869.20463422005,212.72554400747353,0.36399754504004433,0.049869333667302375,646.6289111314861,20005.402585681873,9.0153875122656
boot,29000.0,460.0,18407.767282689383,23094.60874713574,25238.51522229289,216.60034273575042,0.34905485804035025,0.06588051005418077,596.4986068305423,19102.5562556756,11.040059698419444
boot,29000.0,470.0,16439.9864612098,19805.035512309318,21497.42786688989,226.2621418510568,0.2568430448273497,0.08547749442763156,611.3652093300748,17018.757642878423,15.340590014042581
boot,29000.0,480.0,16170.422670542852,19025.929933492127,22375.09598090435,228.5569834530369,0.2259929925784837,0.09153815555952015,591.3605117859489,16300.830547880147,19.864581386427197
boot,29000.0,490.0,15541.564281171022,18615.879475877846,21334.6112588468,232.9870952162805,0.1992956243394171,0.09979552851435083,583.6370935553897,15482.574410958236,24.485389401665895
boot,29000.0,500.0,14516.301209437035,16500.792888358254,19653.058048289873,225.37668484322955,0.16519570947760098,0.11094596665093133,601.4559356461116,13861.004827710782,28.16175064520035
boot,30000.0,310.0,19053.651616860938,21078.73754638881,24144.885524351634,169.2419449629074,0.3271457124313237,0.10197236173211202,568.6984591524163,19656.05666679414,22.685187511450575
boot,30000.0,320.0,19677.403053535738,22042.453660550385,27439.992261066454,162.7731129010382,0.334578286526898,0.14544491529114706,582.9926122907882,19729.078754595936,27.790722823634162
boot,30000.0,340.0,20505.032390947712,24345.29573229383,29977.894170365882,180.18053284294172,0.3387223642689417,0.1569165288271698,606.4374223031411,20536.57895033375,27.48213336200821
boot,30000.0,420.0,19144.282046593813,22371.947665509728,27136.092840916106,204.42268620553435,0.3117014359679386,0.10303539165049827,610.852202257319,18917.3846613507,27.74500098133921
boot,30000.0,430.0,17052.334969076663,19324.62232729083,22573.156073513317,215.17609767457873,0.24782465498087589,0.10592815796466416,616.2210973921784,17044.022316941137,20.501773658014756
boot,31000.0,50.0,14307.88914719382,17675.34216875281,24176.212164887747,19.21023826967093,0.1387661398055699,0.19643905957735028,610.9142860968566,15760.66783944314,8.801287162784048
boot,31000.0,60.0,15463.132587902694,18877.799559275914,24557.121108056625,22.109937447961492,0.17879249009494194,0.19491602433730104,581.7560072817126,15538.46563825289,9.835498622625158
boot,31000.0,70.0,14926.737001155256,18450.841639388113,24048.651626552182,25.950467323309784,0.22029391023342865,0.1933108585322045,572.702846091335,14286.407978376257,11.623022413647217
boot,31000.0,80.0,15631.458552917471,18546.15903787511,23602.014752568703,28.813806094816,0.25427347044107496,0.17835950212853213,594.365493318115,15176.153399397772,13.107091141299382
boot,31000.0,90.0,16842.246131810232,18674.956213208447,25405.508578320754,30.177977774713202,0.2843570931395722,0.1723016185794145,580.029681107204,15507.645154331063,14.34620896935242
boot,31000.0,100.0,17128.768522500486,19127.650243694592,23773.93769133306,32.611794205510016,0.35079852574397885,0.17170914459760545,559.44753078001,16246.361656375986,15.359258439289013
boot,31000.0,110.0,17607.477881728166,20027.455600894184,24153.612205553018,37.13137647812365,0.7778528715116855,0.15604555183074673,563.8839364103848,17289.63868531295,17.2906735949271
boot,31000.0,120.0,16969.826012572565,21657.18523272009,27034.7946735052,49.11674940891201,0.26312722999964133,0.17011392239500978,603.742673335536,17049.084090828976,15.005021580467549
boot,31000.0,130.0,17784.798698554954,21426.611819212958,27105.83226675452,48.05747481606802,0.3230077675236876,0.12297295299794658,625.0351257762939,17711.14265307195,18.04107185688274
boot,31000.0,140.0,18584.573662728777,21553.52559056582,27457.28214863021,52.69762046769927,0.40061744000053134,0.11881901327796478,618.6913228826606,18865.925040574508,20.88213015745869
boot,31000.0,150.0,18029.093740934433,23107.266873204524,31326.912518182802,57.18553403384071,0.32704103712238725,0.09409212007103714,637.740697007907,18896.75191064343,21.04902297233672
boot,31000.0,160.0,18665.093807421,24268.200492356464,31236.45342225071,66.89244281564328,0.3146559307724019,0.08205298033413792,663.5406129588584,19412.887807059684,21.89855715415589
boot,31000.0,170.0,19776.423069800276,24475.927737631886,29821.48535575996,71.05113435003346,0.2973309910548211,0.07755736096205186,644.7456483736811,18861.719180078875,23.66372708142113
boot,31000.0,180.0,19686.698986975814,22983.890783291205,27451.038889920776,82.61262378769004,0.2709854738564669,0.08382590226759065,607.5800173686849,18504.265597879243,25.307061786901194
boot,31000.0,190.0,20731.26350073246,24246.424947890264,29265.620709773015,88.58581129819513,0.22151553851364858,0.12937170108342058,632.8408777830529,19829.61369430616,22.225371634395874
boot,31000.0,200.0,19815.76086875593,25058.50612221398,28382.564459203248,93.87061297152997,0.2403069051648242,0.0692690455160129,636.3242362412993,19944.05593761798,27.043765315528702
boot,31000.0,210.0,19433.44687822946,23606.726418125432,26952.456654959416,97.86315899743934,0.2641451969650215,0.08913693978912282,626.5239142097969,18783.919492059467,24.96808163294798
boot,31000.0,220.0,19306.20519565431,22631.854011129468,25335.699222127267,100.07482956556676,0.25229238654458985,0.1070900098935855,672.8423451555425,19549.143822694412,24.71275529447009
boot,31000.0,230.0,16092.24418774204,20085.517219877234,23589.059663991855,108.80838026362655,0.4138246129182812,0.1256752449943841,662.000557696346,17439.655915262752,22.704571989101822
boot,31000.0,240.0,16278.720560908916,18318.019661631097,21435.892318869286,123.0284425378458,0.3340225893906339,0.13810590545650764,645.0915165191414,15371.68750365331,20.923646298172688
boot,31000.0,250.0,14532.708698073387,16097.924762519771,19314.625338988313,120.96470476479128,0.3616654005825763,0.1745259268203751,641.9178428740111,15159.319025121173,18.81588013670943
boot,31000.0,260.0,17578.16238714402,19332.68168234287,23165.25146924371,136.8556620518314,0.33503907655972287,0.17096743558575767,662.4290627668809,17823.489058618954,17.154251792060276
boot,31000.0,270.0,17073.827715778618,18317.653694875713,24933.064736060856,140.69170406761916,0.33211175233751594,0.14476104253059474,613.5950938737914,16961.085219427136,19.023071847915503
boot,31000.0,280.0,17364.054065295357,18760.62293864966,24207.45094574512,148.73984220705307,0.33752667243895756,0.11983781720980634,590.5088317287785,17596.712661253085,19.128136965127602
boot,31000.0,300.0,19242.354499199722,20569.08509230946,24702.50732519744,162.5951280868586,0.33245267205636814,0.0880064327241917,553.3704915146262,18753.093053538767,22.02007518200396
boot,31000.0,310.0,17845.74880440176,20672.457129658775,23298.783106463456,158.2026419531836,0.3293165025354858,0.10185746052722565,587.8127982466657,19467.61407750929,23.249017839817554
boot,31000.0,320.0,20029.082869412116,23397.57415611625,26023.80899963353,163.72325140610172,0.3228652736412628,0.13744138754904245,609.3091986098534,20429.551046244753,22.762956666509687
boot,31000.0,330.0,20090.58121689057,22339.89004891075,28119.711786965076,176.12798066592802,0.3372634331820244,0.1565624982543804,622.2997194681352,20662.556777486305,22.963459055540213
boot,31000.0,340.0,20263.83106399481,23126.12401329024,29817.063166883458,166.8973717943,0.3363712837839184,0.14163410007612554,615.8964569702596,19945.414994805647,21.940444440223025
boot,31000.0,350.0,20227.407705278554,22291.388267722465,27516.77651447268,169.01432187610243,0.33344465759807707,0.09801926637439103,623.0165443418571,19077.245936454176,22.735629688488146
boot,31000.0,360.0,18672.099307273158,22702.883781635348,27637.5989099443,178.1570831969735,0.34316009007518006,0.1129634851444567,611.3119157675329,20519.37498323136,20.80172440905262
boot,31000.0,370.0,20744.03759897516,24163.297865202272,27992.713171935917,184.77945735123308,0.35607867811083266,0.12223812923757832,585.4834156165231,21269.875459620278,22.078375647305418
boot,31000.0,380.0,19412.555890741645,24203.625269098553,26864.895073366166,195.99235796669703,0.3433691089961784,0.12294278870175328,622.588243006394,20217.63726980345,24.238623246369723
boot,31000.0,390.0,20178.878399082314,24894.7953094641,29685.165250474398,195.28152688601907,0.37370251583137987,0.16256572705009278,617.5957952494714,20846.949394208765,27.130795779396962
boot,31000.0,400.0,21264.27121755622,26749.486216359117,31590.865603768027,212.36548192563512,0.37867022225364017,0.17409112083711925,596.2329863417079,21818.01961707852,33.36126417363855
boot,31000.0,410.0,19290.953644109697,22714.884453909825,27641.969982763752,199.87839294289228,0.3334787126661056,0.11598589597223521,598.5364816224486,19222.095557695873,27.470978546721405
boot,31000.0,420.0,18826.789592174933,22698.755724057126,23981.84332253219,209.67593606241823,0.29108635345250145,0.10618018855992321,584.5353361435989,19742.493766141793,26.490224473624053
boot,31000.0,430.0,18858.412750266896,20132.101917752865,24327.88665075907,217.52177979076555,0.23080245598576865,0.11118905995748395,594.8524210564317,18520.143440278614,23.046048428400233
boot,31000.0,440.0,18924.483531269914,20356.346896858166,22791.687600159796,213.46864888352422,0.258962400669315,0.09500715901334178,603.0148313804823,19529.551282104236,22.149056621609233
boot,31000.0,450.0,21771.774768956293,23763.63067562089,25552.22819899273,213.27942110513462,0.3599478052176483,0.05240584310810485,601.7464240589273,20843.632173504528,15.158318849840901
boot,31000.0,460.0,20146.642377765853,20992.102933482078,24031.062127464313,222.52923118827354,0.3499308120642011,0.06276773245060649,611.0379401486892,20818.197356120098,16.527228866054948
boot,31000.0,470.0,18447.82460237267,19328.367399460356,21613.949970066005,232.24099856272747,0.24751124583669606,0.08399344721506308,592.4232959309148,19332.56375568888,19.946431260077095
boot,31000.0,480.0,17725.9283143677,19642.105709787997,22514.874758995607,231.14615841001893,0.246403152941503,0.08880109944995086,604.0683110348989,18494.369088163723,20.55035043507649
boot,31000.0,490.0,17311.662542351747,17084.6591459566,20209.07843255286,231.7488064856706,0.20410026350206067,0.1032363122627448,580.3150804847603,18061.412924565186,20.780546517135946
boot,31000.0,500.0,16532.24184552004,16520.386385499332,18969.769635540863,238.54401278638025,0.16486428478859289,0.10557114630291087,561.3324604717268,16046.89090479746,22.77751916977638
boot,32000.0,50.0,16595.652694755376,18905.401100753144,23916.54489100394,19.485633678055173,0.13920017980363597,0.18870637833338313,591.1886368883148,15694.830904898292,8.498537514027436
boot,32000.0,60.0,15837.951745898737,18330.435032395446,22431.420132807736,24.290204195497164,0.1665043465365802,0.18293789430480736,580.0429330063752,16607.229430285523,10.427348352343985
boot,32000.0,70.0,16541.815313360905,19281.9044445543,24450.461925609998,26.652987323052017,0.22617516716185718,0.1847023193612717,584.3958984877279,15277.698813583,12.102327907700088
boot,32000.0,80.0,17679.788561870264,18402.27928323516,23735.154419035043,28.355810219226406,0.2518452088971114,0.18661165085960874,556.2126839183813,16026.743772272477,13.013259348776291
boot,32000.0,90.0,17516.275159179142,18305.38897455088,24134.698915073623,30.675590756386715,0.271105721110537,0.18062194590965655,616.3572412607788,15648.252841467032,15.103628291771168
boot,32000.0,100.0,16917.64309420097,18557.075653756016,24233.072596786966,32.66292559622382,0.3471440961886383,0.1738372833200434,551.010225821039,16832.030569710507,16.103974463157193
boot,32000.0,110.0,16418.11997252562,19830.62003911097,24376.07100118797,38.05157706961656,0.7693034105403828,0.16728631627306798,607.5184684087315,18113.91198822947,16.588482119125636
boot,32000.0,120.0,17438.872157672675,19798.6598928182,26144.64368974383,50.73609607576825,0.26693996234901757,0.16715149894317835,611.3729382550168,16768.563531440344,15.963033454733432
boot,32000.0,130.0,17617.263792937403,21295.58629581123,27266.0130610904,47.418685269331604,0.304701057083288,0.11892578735557054,611.273661140576,16981.84954130954,16.40825175042808
boot,32000.0,140.0,17527.327205502686,23586.022593168444,31044.010212278226,50.99153660123416,0.4014753620070524,0.11979636586562004,637.9903049695647,17526.382212388962,17.81841474690348
boot,32000.0,150.0,17052.475879223086,23149.85884158192,28006.184267064116,58.04333621767252,0.3216503897536071,0.0908153248930654,639.3771304869059,17004.925191745202,17.129237993717137
boot,32000.0,160.0,17113.74911952483,25085.831866699373,29298.808239304526,66.7948810003918,0.2975220625062601,0.08540239287368318,624.3145098555083,16719.05782839607,18.98710557037845
boot,32000.0,170.0,18526.686495688915,25487.157478023808,28887.37288895395,72.39373948865538,0.2852009624963403,0.08122189403427144,634.2943237123428,17717.61477800859,19.507017113300954
boot,32000.0,180.0,19923.330283349773,25285.83477818091,28647.52236829845,79.7033715483198,0.26453110675270036,0.08756936578567957,620.1490512388126,19420.215783170315,20.55870324747536
boot,32000.0,190.0,18112.0389829975,23104.326061554257,27411.99036518622,90.9308219939365,0.23436900130733088,0.13395759119250927,560.215341056653,20067.52644419588,18.264966995526077
boot,32000.0,200.0,21602.86924797427,24870.442850624186,28880.549683512032,92.41599943856146,0.23155762751311348,0.06903030047334313,640.187503440008,21913.898684698135,23.831982918867233
boot,32000.0,210.0,19594.57897480838,22649.851302598985,24707.97202836559,98.91248398468618,0.24832520456760723,0.09469232793862582,625.5260349629963,19711.22172077942,20.476868505640432
boot,32000.0,220.0,19383.002611537995,21607.91015098584,26815.386399453277,101.92363756844273,0.2791393692876757,0.11521630216555563,616.955119610665,19273.316135281733,21.6621564214467
boot,32000.0,230.0,18102.652807461713,21286.393554512917,24044.7735251983,108.32317512587743,0.4164090489261969,0.12481778560789572,626.0352269070275,18076.759389172552,18.611685562170145
boot,32000.0,240.0,17466.240772398254,18862.74334628041,21736.964669720244,113.06028811264973,0.3290747222448076,0.14790582825371637,647.0598677376578,18570.332700746738,17.86144405441169
boot,32000.0,250.0,17196.592561300145,17880.461564410718,21041.823614918834,126.40175068988101,0.3762661287940865,0.16552951913088862,664.8573986787512,17007.524170704408,15.605109541201818
boot,32000.0,260.0,19473.39181379882,20429.960150316638,26026.997823882826,132.73953095897664,0.33451437000755413,0.16236510482589447,606.8393675674092,17624.417883130656,13.948922002542027
boot,32000.0,270.0,19990.44929464116,20382.7579844269,23864.28483005511,135.70206982700662,0.35438720095952275,0.14013172645278843,659.4031720267028,19438.875479247497,15.341114731935736
boot,32000.0,290.0,21011.94935202508,21447.97170268111,24281.157492874285,144.23198224276814,0.34839041678233323,0.10900003800799256,597.7191191228221,20499.139517868793,19.147849108879264
boot,32000.0,300.0,21162.96363467732,20447.271027126902,24162.367223337485,158.90619357339415,0.33531949675170303,0.09587955619193358,588.1171587437464,19628.19835563486,22.363836209414313
boot,32000.0,310.0,21184.59962474053,21054.432585822004,26881.146375801534,164.56588236055495,0.34609014612543465,0.10293338853851011,581.8950791777107,19734.316623397757,22.444951993095067
boot,32000.0,320.0,20237.645043317076,23196.95255668437,28684.96225389668,178.4049761482405,0.3323815317293141,0.14069153343903207,612.068098983697,20371.802765761702,19.264660943484987
boot,32000.0,330.0,19824.886308785186,23421.145165235394,28062.717082117615,180.51247752967978,0.3307403510174637,0.14704341863603568,597.6908545952491,20836.549223304843,18.194098718089347
boot,32000.0,340.0,20780.634234196536,23020.476112031647,28955.446285055485,168.90232477676224,0.33300931112428256,0.14704746242805655,577.9664700214978,20763.721560758997,18.625266616456976
boot,32000.0,350.0,20008.467421811456,22907.65853926401,27778.190262842563,164.16939762376887,0.3020524967020884,0.10318561252716217,633.0635644748836,20386.618669581592,21.008123859378667
boot,32000.0,360.0,20081.688995848635,22948.522107808352,29935.529762949453,183.12109706636227,0.32892880374421635,0.1080759326262173,657.5215719381962,19754.50790194362,18.028436351547512
boot,32000.0,370.0,20348.392029596896,23099.538640053528,29996.20224619112,193.87328792250366,0.3438972743798635,0.12331616771486067,611.4127057561283,20592.68434436665,19.221988227436697
boot,32000.0,380.0,19657.371251022865,23780.318952304304,26828.98350931273,185.84696464498467,0.3317476073823745,0.12598785535813187,604.1970850407672,20411.430603107416,21.02663320853919
boot,32000.0,390.0,21477.78435480553,24567.921443041054,27682.26717552938,198.752102327766,0.35398256025491553,0.16114108959111403,587.2262431066422,21970.22819637301,27.671197089036376
boot,32000.0,400.0,22293.284465432436,25568.539181611977,33022.235035533115,214.2079187613737,0.37167560967002006,0.17493322310441112,623.5963401486479,21662.57309635704,32.967166793587666
boot,32000.0,410.0,20306.36055942256,22202.384969087405,26034.347784540234,194.18722281253892,0.299392386742089,0.11686843618512693,596.2995999059506,19499.77572928808,27.092681864112194
boot,32000.0,420.0,19686.798600488946,21137.137712771822,25972.28389844333,210.5348095248443,0.2950180205378371,0.10583972729974454,585.3310682766654,19702.681516260003,25.748315499362494
boot,32000.0,430.0,18825.71123341148,19963.065394012283,23361.01121328766,213.18814027689476,0.24520819414538253,0.10221283361413641,637.3097310568847,19841.710214807626,22.179640155096035
boot,32000.0,440.0,19053.45402373461,20511.634831660696,22735.112134864205,209.90531714778365,0.24823649984551693,0.09634341051130221,604.6122241621077,19687.371147488597,22.879985303083483
boot,32000.0,450.0,22163.913381819537,21975.033541701614,25735.946435255977,227.90576806020076,0.3454544550964083,0.05280855330672741,603.8784384462151,22222.346935059857,18.881167646472537
boot,32000.0,460.0,21205.136344456827,22191.533957611486,23908.73676425209,217.9916079340058,0.3372699867755546,0.05932684824481252,598.3752029599925,21886.389483351388,17.788845999457696
boot,32000.0,470.0,19949.718723469327,18804.3980979204,22933.820344984404,233.19469912141003,0.2390384422008203,0.0934540152065589,612.8359368168709,20962.361520268485,22.546462522764838
