Service,FrameWork,TPS,Threadpool,Avg Response Time(ms),P95,P99,Throughput(rps),Error Rate,CPU Usage,Memory,Latency(ms),Request Timeouts
,boot,10000.0,400.0,3085.98,5682.39,9719.3,215.64,0.0,0.06,563.0,3084.45,0.0
,boot,10000.0,350.0,3689.44,6346.93,10791.07,190.59,0.0,0.07,587.8,3686.82,0.0
,boot,10000.0,300.0,4292.9,7011.47,11862.83,165.53,0.0,0.07,612.6,4289.19,0.0
,boot,10000.0,250.0,4896.36,7676.0,12934.6,140.48,0.0,0.08,637.4,4891.57,0.0
,boot,10000.0,200.0,5499.82,8340.54,14006.36,115.42,0.0,0.08,662.2,5493.94,0.0
,boot,10000.0,150.0,6103.28,9005.08,15078.13,90.37,0.0,0.09,687.0,6096.31,0.0
,boot,10000.0,160.0,5961.17,8865.12,15085.99,91.79,0.0,0.09,689.0,5957.49,0.0
,boot,10000.0,170.0,5819.06,8725.16,15093.85,93.21,0.0,0.09,691.0,5818.67,0.0
,boot,10000.0,180.0,5676.96,8585.2,15101.7,94.64,0.0,0.08,693.0,5679.84,0.0
,boot,10000.0,190.0,5534.85,8445.24,15109.56,96.06,0.0,0.08,695.0,5541.02,0.0
,boot,10000.0,200.0,5392.74,8305.28,15117.42,97.48,0.0,0.08,697.0,5402.2,0.0
,boot,10000.0,220.0,5545.85,8237.0,14369.46,109.76,0.0,0.09,671.8,5553.46,0.0
,boot,10000.0,240.0,5698.95,8168.73,13621.5,122.04,0.0,0.11,646.6,5704.71,0.0
,boot,10000.0,260.0,5852.06,8100.45,12873.55,134.32,0.0,0.12,621.4,5855.97,0.0
,boot,10000.0,280.0,6005.16,8032.18,12125.59,146.6,0.0,0.14,596.2,6007.22,0.0
,boot,10000.0,300.0,6158.27,7963.9,11377.63,158.88,0.0,0.15,571.0,6158.48,0.0
,boot,10000.0,290.0,6234.6,7947.52,11687.64,153.14,0.0,0.16,583.0,6234.05,0.0
,boot,10000.0,280.0,6310.93,7931.14,11997.64,147.39,0.0,0.17,595.0,6309.61,0.0
,boot,10000.0,270.0,6387.26,7914.75,12307.65,141.65,0.0,0.18,607.0,6385.18,0.0
,boot,10000.0,260.0,6463.59,7898.37,12617.65,135.9,0.0,0.19,619.0,6460.74,0.0
,boot,10000.0,250.0,6539.92,7881.99,12927.66,130.16,0.0,0.2,631.0,6536.31,0.0
,boot,10000.0,300.0,5641.94,7155.59,12102.13,2098.13,0.0,0.21,622.8,5649.05,0.0
,boot,10000.0,350.0,4743.95,6429.19,11276.6,4066.1,0.0,0.21,614.6,4761.79,0.0
,boot,10000.0,400.0,3845.97,5702.8,10451.06,6034.06,0.0,0.22,606.4,3874.52,0.0
,boot,10000.0,450.0,2947.98,4976.4,9625.53,8002.03,0.0,0.22,598.2,2987.26,0.0
,boot,10000.0,500.0,2050.0,4250.0,8800.0,9970.0,0.0,0.23,590.0,2100.0,0.0
,boot,10000.0,420.0,2752.9,5115.69,9394.57,7987.9,0.0,0.2,597.6,2791.0,0.0
,boot,10000.0,340.0,3455.81,5981.39,9989.14,6005.81,0.0,0.17,605.2,3481.99,0.0
,boot,10000.0,260.0,4158.71,6847.08,10583.72,4023.71,0.0,0.13,612.8,4172.99,0.0
,boot,10000.0,180.0,4861.62,7712.78,11178.29,2041.62,0.0,0.1,620.4,4863.98,0.0
,boot,10000.0,100.0,5564.52,8578.47,11772.86,59.52,0.0,0.07,628.0,5554.98,0.0
,boot,10000.0,90.0,4599.05,7090.78,9670.29,586.16,0.0,0.13,626.12,4591.42,0.0
,boot,10000.0,80.0,3633.58,5603.08,7567.72,1112.8,0.0,0.19,624.24,3627.86,0.0
,boot,10000.0,70.0,2668.12,4115.39,5465.14,1639.45,0.0,0.24,622.36,2664.3,0.0
,boot,10000.0,60.0,1702.65,2627.69,3362.57,2166.09,0.0,0.3,620.48,1700.74,0.0
,boot,10000.0,50.0,737.18,1140.0,1260.0,2692.73,0.0,0.36,618.6,737.18,0.0
,boot,10000.0,60.0,609.09,1014.84,1204.33,4031.07,0.0,0.34,572.78,609.53,0.0
,boot,10000.0,70.0,481.0,889.69,1148.66,5369.41,0.0,0.32,526.96,481.87,0.0
,boot,10000.0,80.0,352.92,764.53,1092.98,6707.74,0.0,0.29,481.14,354.22,0.0
,boot,10000.0,90.0,224.83,639.38,1037.31,8046.08,0.0,0.27,435.32,226.56,0.0
,boot,10000.0,100.0,96.74,514.22,981.64,9384.42,0.0,0.25,389.5,98.91,0.0
,boot,10000.0,120.0,85.18,443.84,845.04,9482.25,0.0,0.24,398.64,87.16,0.0
,boot,10000.0,140.0,73.61,373.46,708.44,9580.08,0.0,0.23,407.78,75.42,0.0
,boot,10000.0,160.0,62.05,303.07,571.84,9677.92,0.0,0.22,416.92,63.67,0.0
,boot,10000.0,180.0,50.48,232.69,435.24,9775.75,0.0,0.21,426.06,51.93,0.0
,boot,10000.0,200.0,38.92,162.31,298.64,9873.58,0.0,0.2,435.2,40.18,0.0
,boot,10000.0,260.0,41.48,175.09,321.49,9894.15,0.0,0.2,445.82,42.83,0.0
,boot,10000.0,320.0,44.04,187.86,344.34,9914.71,0.0,0.21,456.44,45.47,0.0
,boot,10000.0,380.0,46.61,200.64,367.18,9935.28,0.0,0.21,467.06,48.12,0.0
,boot,10000.0,440.0,49.17,213.41,390.03,9955.84,0.0,0.22,477.68,50.76,0.0
,boot,10000.0,500.0,51.73,226.19,412.88,9976.41,0.0,0.22,488.3,53.41,0.0
,boot,10000.0,500.0,610.73,1388.79,2828.79,9974.09,0.0,0.23,515.46,628.75,0.0
,boot,10000.0,500.0,1169.72,2551.39,5244.7,9971.78,0.0,0.23,542.62,1204.09,0.0
,boot,10000.0,500.0,1728.72,3713.98,7660.62,9969.46,0.0,0.24,569.78,1779.44,0.0
,boot,10000.0,500.0,2287.71,4876.58,10076.53,9967.15,0.0,0.24,596.94,2354.78,0.0
,boot,10000.0,500.0,2846.71,6039.18,12492.44,9964.83,0.0,0.25,624.1,2930.12,0.0
,boot,10000.0,440.0,2741.68,5781.13,12166.9,9940.11,0.0,0.24,616.84,2827.24,0.0
,boot,10000.0,380.0,2636.66,5523.08,11841.36,9915.4,0.0,0.24,609.58,2724.36,0.0
,boot,10000.0,320.0,2531.63,5265.02,11515.81,9890.68,0.0,0.23,602.32,2621.48,0.0
,boot,10000.0,260.0,2426.61,5006.97,11190.27,9865.97,0.0,0.23,595.06,2518.6,0.0
,boot,10000.0,200.0,2321.58,4748.92,10864.73,9841.25,0.0,0.22,587.8,2415.72,0.0
,boot,10000.0,170.0,4432.25,15445.23,25129.94,8879.84,4.52,0.27,526.1,4556.68,1.0
,boot,10000.0,140.0,6542.91,26141.53,39395.15,7918.44,9.04,0.33,464.4,6697.65,2.0
,boot,10000.0,110.0,8653.58,36837.84,53660.35,6957.03,13.57,0.38,402.7,8838.61,3.0
,boot,10000.0,80.0,10764.24,47534.14,67925.56,5995.63,18.09,0.44,341.0,10979.58,4.0
,boot,10000.0,50.0,12874.91,58230.45,82190.77,5034.22,22.61,0.49,279.3,13120.54,5.0
,boot,10000.0,60.0,11104.28,48350.63,70191.54,5857.16,18.09,0.45,333.82,11331.69,4.0
,boot,10000.0,70.0,9333.65,38470.81,58192.3,6680.1,13.57,0.4,388.34,9542.85,3.0
,boot,10000.0,80.0,7563.03,28590.98,46193.07,7503.05,9.04,0.36,442.86,7754.0,2.0
,boot,10000.0,90.0,5792.4,18711.16,34193.83,8325.99,4.52,0.31,497.38,5965.16,1.0
,boot,10000.0,100.0,4021.77,8831.34,22194.6,9148.93,0.0,0.27,551.9,4176.31,0.0
,boot,10000.0,180.0,3370.74,7297.07,18009.68,7837.01,0.02,0.43,566.22,3494.37,0.2
,boot,10000.0,260.0,2719.71,5762.8,13824.76,6525.08,0.04,0.59,580.54,2812.44,0.4
,boot,10000.0,340.0,2068.69,4228.54,9639.84,5213.16,0.06,0.74,594.86,2130.5,0.6
,boot,10000.0,420.0,1417.66,2694.27,5454.92,3901.23,0.08,0.9,609.18,1448.57,0.8
,boot,10000.0,500.0,766.63,1160.0,1270.0,2589.31,0.1,1.06,623.5,766.63,1.0
,boot,10000.0,420.0,765.82,1160.0,1268.0,2592.09,0.08,0.93,623.42,765.82,0.8
,boot,10000.0,340.0,765.01,1160.0,1266.0,2594.87,0.06,0.8,623.34,765.01,0.6
,boot,10000.0,260.0,764.2,1160.0,1264.0,2597.65,0.04,0.67,623.26,764.2,0.4
,boot,10000.0,180.0,763.39,1160.0,1262.0,2600.43,0.02,0.54,623.18,763.39,0.2
,boot,10000.0,100.0,762.58,1160.0,1260.0,2603.21,0.0,0.41,623.1,762.58,0.0
,boot,10000.0,120.0,890.06,1508.0,2368.0,4052.57,0.0,0.37,608.48,900.06,0.0
,boot,10000.0,140.0,1017.55,1856.0,3476.0,5501.93,0.0,0.32,593.86,1037.55,0.0
,boot,10000.0,160.0,1145.03,2204.0,4584.0,6951.28,0.0,0.28,579.24,1175.03,0.0
,boot,10000.0,180.0,1272.52,2552.0,5692.0,8400.64,0.0,0.23,564.62,1312.52,0.0
,boot,10000.0,200.0,1400.0,2900.0,6800.0,9850.0,0.0,0.19,550.0,1450.0,0.0
,boot,10000.0,260.0,1500.0,3140.0,7120.0,9870.0,0.0,0.2,558.0,1560.0,0.0
,boot,10000.0,320.0,1600.0,3380.0,7440.0,9890.0,0.0,0.2,566.0,1670.0,0.0
,boot,10000.0,380.0,1700.0,3620.0,7760.0,9910.0,0.0,0.21,574.0,1780.0,0.0
,boot,10000.0,440.0,1800.0,3860.0,8080.0,9930.0,0.0,0.21,582.0,1890.0,0.0
,boot,10000.0,500.0,1900.0,4100.0,8400.0,9950.0,0.0,0.22,590.0,2000.0,0.0
,boot,10000.0,410.0,2775.55,4808.66,9471.63,7962.03,0.0,0.19,584.0,2854.82,0.0
,boot,10000.0,320.0,3651.1,5517.33,10543.26,5974.06,0.0,0.17,578.0,3709.64,0.0
,boot,10000.0,230.0,4526.64,6225.99,11614.88,3986.1,0.0,0.14,572.0,4564.47,0.0
,boot,10000.0,140.0,5402.19,6934.66,12686.51,1998.13,0.0,0.12,566.0,5419.29,0.0
,boot,10000.0,50.0,6277.74,7643.32,13758.14,10.16,0.0,0.09,560.0,6274.11,0.0
,boot,10000.0,60.0,5502.19,7154.66,13706.51,1848.13,0.0,0.12,552.0,5519.29,0.0
,boot,10000.0,70.0,4726.64,6665.99,13654.88,3686.1,0.0,0.15,544.0,4764.47,0.0
,boot,10000.0,80.0,3951.1,6177.33,13603.26,5524.06,0.0,0.17,536.0,4009.64,0.0
,boot,10000.0,90.0,3175.55,5688.66,13551.63,7362.03,0.0,0.2,528.0,3254.82,0.0
,boot,10000.0,100.0,2400.0,5200.0,13500.0,9200.0,0.0,0.23,520.0,2500.0,0.0
,boot,10000.0,120.0,2220.0,4790.0,12220.0,9336.0,0.0,0.22,526.0,2310.0,0.0
,boot,10000.0,140.0,2040.0,4380.0,10940.0,9472.0,0.0,0.22,532.0,2120.0,0.0
,boot,10000.0,160.0,1860.0,3970.0,9660.0,9608.0,0.0,0.21,538.0,1930.0,0.0
,boot,10000.0,180.0,1680.0,3560.0,8380.0,9744.0,0.0,0.21,544.0,1740.0,0.0
,boot,10000.0,200.0,1500.0,3150.0,7100.0,9880.0,0.0,0.2,550.0,1550.0,0.0
,boot,10000.0,180.0,1710.0,3640.0,8520.0,9764.0,0.0,0.21,544.0,1770.0,0.0
,boot,10000.0,160.0,1920.0,4130.0,9940.0,9648.0,0.0,0.22,538.0,1990.0,0.0
,boot,10000.0,140.0,2130.0,4620.0,11360.0,9532.0,0.0,0.22,532.0,2210.0,0.0
,boot,10000.0,120.0,2340.0,5110.0,12780.0,9416.0,0.0,0.23,526.0,2430.0,0.0
,boot,10000.0,100.0,2550.0,5600.0,14200.0,9300.0,0.0,0.24,520.0,2650.0,0.0
,boot,10000.0,90.0,3860.0,13280.0,24460.0,8490.0,4.02,0.28,466.0,3980.0,0.8
,boot,10000.0,80.0,5170.0,20960.0,34720.0,7680.0,8.04,0.32,412.0,5310.0,1.6
,boot,10000.0,70.0,6480.0,28640.0,44980.0,6870.0,12.06,0.36,358.0,6640.0,2.4
,boot,10000.0,60.0,7790.0,36320.0,55240.0,6060.0,16.08,0.4,304.0,7970.0,3.2
,boot,10000.0,50.0,9100.0,44000.0,65500.0,5250.0,20.1,0.44,250.0,9300.0,4.0
,boot,10000.0,60.0,7642.0,35916.0,54500.0,4210.29,16.08,0.39,313.4,7822.0,3.2
,boot,10000.0,70.0,6184.0,27832.0,43500.0,3170.59,12.06,0.34,376.8,6344.0,2.4
,boot,10000.0,80.0,4726.0,19748.0,32500.0,2130.88,8.04,0.29,440.2,4866.0,1.6
,boot,10000.0,90.0,3268.0,11664.0,21500.0,1091.18,4.02,0.24,503.6,3388.0,0.8
,boot,10000.0,100.0,1810.0,3580.0,10500.0,51.47,0.0,0.19,567.0,1910.0,0.0
,boot,10000.0,90.0,3228.0,11264.0,20600.0,1081.18,3.78,0.24,501.6,3328.0,0.6
,boot,10000.0,80.0,4646.0,18948.0,30700.0,2110.88,7.56,0.28,436.2,4746.0,1.2
,boot,10000.0,70.0,6064.0,26632.0,40800.0,3140.59,11.34,0.33,370.8,6164.0,1.8
,boot,10000.0,60.0,7482.0,34316.0,50900.0,4170.29,15.12,0.37,305.4,7582.0,2.4
,boot,10000.0,50.0,8900.0,42000.0,61000.0,5200.0,18.9,0.42,240.0,9000.0,3.0
,boot,10000.0,140.0,7676.6,34665.8,50686.4,4170.12,15.12,0.39,307.6,7713.6,2.4
,boot,10000.0,230.0,6453.2,27331.6,40372.8,3140.24,11.34,0.35,375.2,6427.2,1.8
,boot,10000.0,320.0,5229.8,19997.4,30059.2,2110.36,7.56,0.32,442.8,5140.8,1.2
,boot,10000.0,410.0,4006.4,12663.2,19745.6,1080.48,3.78,0.28,510.4,3854.4,0.6
,boot,10000.0,500.0,2783.0,5329.0,9432.0,50.6,0.0,0.25,578.0,2568.0,0.0
,boot,10000.0,440.0,2646.4,5123.2,9275.6,52.87,0.0,0.24,570.4,2494.4,0.0
,boot,10000.0,380.0,2509.8,4917.4,9119.2,55.14,0.0,0.24,562.8,2420.8,0.0
,boot,10000.0,320.0,2373.2,4711.6,8962.8,57.4,0.0,0.23,555.2,2347.2,0.0
,boot,10000.0,260.0,2236.6,4505.8,8806.4,59.67,0.0,0.23,547.6,2273.6,0.0
,boot,10000.0,200.0,2100.0,4300.0,8650.0,61.94,0.0,0.22,540.0,2200.0,0.0
,boot,10000.0,170.0,3320.0,11640.0,21320.0,51.37,0.16,0.24,481.0,3420.0,0.4
,boot,10000.0,140.0,4540.0,18980.0,33990.0,40.8,0.32,0.27,422.0,4640.0,0.8
,boot,10000.0,110.0,5760.0,26320.0,46660.0,30.24,0.48,0.29,363.0,5860.0,1.2
,boot,10000.0,80.0,6980.0,33660.0,59330.0,19.67,0.64,0.32,304.0,7080.0,1.6
,boot,10000.0,50.0,8200.0,41000.0,72000.0,9.1,0.8,0.34,245.0,8300.0,2.0
,boot,10000.0,50.0,6659.37,33348.51,58563.95,1232.26,2.32,0.35,236.28,6740.66,1.8
,boot,10000.0,50.0,5118.73,25697.02,45127.91,2455.42,3.84,0.36,227.56,5181.31,1.6
,boot,10000.0,50.0,3578.1,18045.54,31691.86,3678.59,5.37,0.37,218.84,3621.97,1.4
,boot,10000.0,50.0,2037.46,10394.05,18255.82,4901.75,6.89,0.38,210.12,2062.62,1.2
,boot,10000.0,50.0,496.83,2742.56,4819.77,6124.91,8.41,0.39,201.4,503.28,1.0
,boot,10000.0,80.0,551.53,2430.05,4113.82,5414.93,6.73,0.39,285.76,556.69,0.8
,boot,10000.0,110.0,606.23,2117.54,3407.86,4704.95,5.05,0.4,370.12,610.1,0.6
,boot,10000.0,140.0,660.94,1805.02,2701.91,3994.97,3.36,0.4,454.48,663.52,0.4
,boot,10000.0,170.0,715.64,1492.51,1995.95,3284.99,1.68,0.41,538.84,716.93,0.2
,boot,10000.0,200.0,770.34,1180.0,1290.0,2575.01,0.0,0.41,623.2,770.34,0.0
,boot,11000.0,210.0,1826.65,2777.87,3276.81,2087.35,0.0,0.34,619.96,1825.77,0.0
,boot,12000.0,220.0,2882.95,4375.75,5263.62,1599.69,0.0,0.27,616.72,2881.2,0.0
,boot,13000.0,230.0,3939.26,5973.62,7250.43,1112.04,0.0,0.21,613.48,3936.62,0.0
,boot,14000.0,240.0,4995.56,7571.5,9237.24,624.38,0.0,0.14,610.24,4992.05,0.0
,boot,15000.0,250.0,6051.87,9169.37,11224.05,136.72,0.0,0.07,607.0,6047.48,0.0
,boot,15000.0,260.0,6038.37,9239.32,11395.93,142.88,0.0,0.09,624.6,6034.94,0.0
,boot,15000.0,270.0,6024.87,9309.27,11567.81,149.05,0.0,0.12,642.2,6022.39,0.0
,boot,15000.0,280.0,6011.37,9379.22,11739.68,155.21,0.0,0.14,659.8,6009.85,0.0
,boot,15000.0,290.0,5997.87,9449.17,11911.56,161.38,0.0,0.17,677.4,5997.3,0.0
,boot,15000.0,300.0,5984.37,9519.12,12083.44,167.54,0.0,0.19,695.0,5984.76,0.0
,boot,15000.0,270.0,6244.78,9729.4,13104.17,147.24,0.0,0.18,692.0,6243.73,0.0
,boot,15000.0,240.0,6505.19,9939.69,14124.9,126.93,0.0,0.17,689.0,6502.7,0.0
,boot,15000.0,210.0,6765.59,10149.97,15145.63,106.63,0.0,0.17,686.0,6761.68,0.0
,boot,15000.0,180.0,7026.0,10360.26,16166.36,86.32,0.0,0.16,683.0,7020.65,0.0
,boot,15000.0,150.0,7286.41,10570.54,17187.09,66.02,0.0,0.15,680.0,7279.62,0.0
,boot,15000.0,160.0,7272.67,10773.08,17012.06,72.21,0.0,0.15,672.2,7266.61,0.0
,boot,15000.0,170.0,7258.93,10975.62,16837.04,78.39,0.0,0.16,664.4,7253.6,0.0
,boot,15000.0,180.0,7245.18,11178.16,16662.01,84.58,0.0,0.16,656.6,7240.58,0.0
,boot,15000.0,190.0,7231.44,11380.7,16486.99,90.76,0.0,0.17,648.8,7227.57,0.0
,boot,15000.0,200.0,7217.7,11583.24,16311.96,96.95,0.0,0.17,641.0,7214.56,0.0
,boot,15000.0,170.0,8089.36,12020.72,16971.87,83.34,0.04,0.17,641.0,8086.35,1.8
,boot,15000.0,140.0,8961.02,12458.19,17631.77,69.74,0.08,0.17,641.0,8958.14,3.6
,boot,15000.0,110.0,9832.69,12895.67,18291.68,56.13,0.11,0.16,641.0,9829.94,5.4
,boot,15000.0,80.0,10704.35,13333.14,18951.58,42.53,0.15,0.16,641.0,10701.73,7.2
,boot,15000.0,50.0,11576.01,13770.62,19611.49,28.92,0.19,0.16,641.0,11573.52,9.0
,boot,15000.0,60.0,10938.25,13446.13,19456.0,33.2,0.15,0.16,628.4,10935.57,7.2
,boot,15000.0,70.0,10300.5,13121.63,19300.52,37.47,0.11,0.15,615.8,10297.62,5.4
,boot,15000.0,80.0,9662.74,12797.14,19145.03,41.75,0.08,0.15,603.2,9659.66,3.6
,boot,15000.0,90.0,9024.99,12472.64,18989.55,46.02,0.04,0.14,590.6,9021.71,1.8
,boot,15000.0,100.0,8387.23,12148.15,18834.06,50.3,0.0,0.14,578.0,8383.76,0.0
,boot,15000.0,170.0,8286.67,12226.53,18951.91,82.45,0.0,0.12,600.2,8282.01,0.0
,boot,15000.0,240.0,8186.11,12304.9,19069.76,114.6,0.0,0.11,622.4,8180.25,0.0
,boot,15000.0,310.0,8085.56,12383.28,19187.61,146.76,0.0,0.09,644.6,8078.5,0.0
,boot,15000.0,380.0,7985.0,12461.65,19305.46,178.91,0.0,0.08,666.8,7976.74,0.0
,boot,15000.0,450.0,7884.44,12540.03,19423.31,211.06,0.0,0.06,689.0,7874.99,0.0
,boot,15000.0,460.0,7705.47,11703.39,18058.18,214.85,0.0,0.09,667.0,7697.0,0.0
,boot,15000.0,470.0,7526.51,10866.75,16693.06,218.64,0.0,0.12,645.0,7519.01,0.0
,boot,15000.0,480.0,7347.54,10030.11,15327.93,222.44,0.0,0.14,623.0,7341.01,0.0
,boot,15000.0,490.0,7168.58,9193.47,13962.81,226.23,0.0,0.17,601.0,7163.02,0.0
,boot,15000.0,500.0,6989.61,8356.83,12597.68,230.02,0.0,0.2,579.0,6985.03,0.0
,boot,15000.0,470.0,7426.24,8736.33,13105.75,215.96,0.0,0.17,593.6,7421.37,0.0
,boot,15000.0,440.0,7862.88,9115.83,13613.81,201.9,0.0,0.14,608.2,7857.71,0.0
,boot,15000.0,410.0,8299.51,9495.32,14121.88,187.84,0.0,0.11,622.8,8294.05,0.0
,boot,15000.0,380.0,8736.15,9874.82,14629.94,173.78,0.0,0.08,637.4,8730.39,0.0
,boot,15000.0,350.0,9172.78,10254.32,15138.01,159.72,0.0,0.05,652.0,9166.73,0.0
,boot,15000.0,360.0,8242.7,10106.76,15078.59,164.2,0.0,0.06,656.4,8238.09,0.0
,boot,15000.0,370.0,7312.62,9959.2,15019.17,168.68,0.0,0.08,660.8,7309.46,0.0
,boot,15000.0,380.0,6382.53,9811.64,14959.76,173.16,0.0,0.09,665.2,6380.82,0.0
,boot,15000.0,390.0,5452.45,9664.08,14900.34,177.64,0.0,0.11,669.6,5452.19,0.0
,boot,15000.0,400.0,4522.37,9516.52,14840.92,182.12,0.0,0.12,674.0,4523.55,0.0
,boot,16000.0,360.0,6145.7,10344.86,15206.92,166.73,0.06,0.11,677.0,6147.67,2.6
,boot,17000.0,320.0,7769.03,11173.19,15572.92,151.35,0.13,0.11,680.0,7771.79,5.2
,boot,18000.0,280.0,9392.35,12001.53,15938.92,135.96,0.19,0.1,683.0,9395.9,7.8
,boot,19000.0,240.0,11015.68,12829.86,16304.92,120.58,0.26,0.1,686.0,11020.02,10.4
,boot,20000.0,200.0,12639.01,13658.2,16670.92,105.19,0.32,0.09,689.0,12644.14,13.0
,boot,20000.0,190.0,11739.62,13005.62,16486.45,96.56,0.26,0.09,676.2,11744.53,10.4
,boot,20000.0,180.0,10840.23,12353.03,16301.98,87.92,0.19,0.09,663.4,10844.93,7.8
,boot,20000.0,170.0,9940.85,11700.45,16117.5,79.29,0.13,0.1,650.6,9945.32,5.2
,boot,20000.0,160.0,9041.46,11047.86,15933.03,70.65,0.06,0.1,637.8,9045.72,2.6
,boot,20000.0,150.0,8142.07,10395.28,15748.56,62.02,0.0,0.1,625.0,8146.11,0.0
,boot,20000.0,220.0,8033.37,10201.42,15346.64,97.19,0.0,0.11,628.8,8038.27,0.0
,boot,20000.0,290.0,7924.68,10007.56,14944.72,132.35,0.0,0.11,632.6,7930.42,0.0
,boot,20000.0,360.0,7815.98,9813.71,14542.79,167.52,0.0,0.12,636.4,7822.58,0.0
,boot,20000.0,430.0,7707.29,9619.85,14140.87,202.68,0.0,0.12,640.2,7714.73,0.0
,boot,20000.0,500.0,7598.59,9425.99,13738.95,237.85,0.0,0.13,644.0,7606.89,0.0
,boot,20000.0,490.0,7499.35,9895.36,14520.1,238.42,0.0,0.12,628.8,7507.39,0.0
,boot,20000.0,480.0,7400.11,10364.73,15301.25,238.99,0.0,0.11,613.6,7407.89,0.0
,boot,20000.0,470.0,7300.87,10834.09,16082.4,239.57,0.0,0.09,598.4,7308.4,0.0
,boot,20000.0,460.0,7201.63,11303.46,16863.55,240.14,0.0,0.08,583.2,7208.9,0.0
,boot,20000.0,450.0,7102.39,11772.83,17644.7,240.71,0.0,0.07,568.0,7109.4,0.0
,boot,20000.0,440.0,8096.41,12100.45,18027.33,235.49,0.08,0.07,567.0,8103.03,2.4
,boot,20000.0,430.0,9090.44,12428.08,18409.97,230.27,0.16,0.06,566.0,9096.65,4.8
,boot,20000.0,420.0,10084.46,12755.7,18792.6,225.05,0.24,0.06,565.0,10090.28,7.2
,boot,20000.0,410.0,11078.49,13083.33,19175.24,219.83,0.32,0.05,564.0,11083.9,9.6
,boot,20000.0,400.0,12072.51,13410.95,19557.87,214.61,0.4,0.05,563.0,12077.53,12.0
,boot,20000.0,390.0,11469.91,13063.85,18958.3,204.47,0.32,0.07,583.0,11474.68,9.6
,boot,20000.0,380.0,10867.3,12716.76,18358.74,194.33,0.24,0.09,603.0,10871.83,7.2
,boot,20000.0,370.0,10264.7,12369.66,17759.17,184.18,0.16,0.11,623.0,10268.98,4.8
,boot,20000.0,360.0,9662.09,12022.57,17159.61,174.04,0.08,0.13,643.0,9666.13,2.4
,boot,20000.0,350.0,9059.49,11675.47,16560.04,163.9,0.0,0.15,663.0,9063.28,0.0
,boot,20000.0,340.0,9355.43,12216.58,16954.3,157.88,0.05,0.14,661.2,9357.27,3.6
,boot,20000.0,330.0,9651.36,12757.69,17348.56,151.86,0.11,0.13,659.4,9651.25,7.2
,boot,20000.0,320.0,9947.3,13298.8,17742.83,145.83,0.16,0.12,657.6,9945.24,10.8
,boot,20000.0,310.0,10243.23,13839.91,18137.09,139.81,0.22,0.11,655.8,10239.22,14.4
,boot,20000.0,300.0,10539.17,14381.02,18531.35,133.79,0.27,0.1,654.0,10533.21,18.0
,boot,20000.0,290.0,11276.38,14928.77,18689.95,132.54,0.26,0.1,646.4,11271.92,16.0
,boot,20000.0,280.0,12013.6,15476.52,18848.56,131.29,0.25,0.09,638.8,12010.62,14.0
,boot,20000.0,270.0,12750.81,16024.28,19007.16,130.03,0.23,0.09,631.2,12749.33,12.0
,boot,20000.0,260.0,13488.03,16572.03,19165.77,128.78,0.22,0.08,623.6,13488.03,10.0
,boot,20000.0,250.0,14225.24,17119.78,19324.37,127.53,0.21,0.08,616.0,14226.74,8.0
,boot,20000.0,220.0,13461.88,16489.81,19109.48,112.95,0.25,0.1,629.6,13461.53,7.6
,boot,20000.0,190.0,12698.53,15859.83,18894.6,98.37,0.29,0.12,643.2,12696.33,7.2
,boot,20000.0,160.0,11935.17,15229.86,18679.71,83.79,0.32,0.13,656.8,11931.12,6.8
,boot,20000.0,130.0,11171.82,14599.88,18464.83,69.21,0.36,0.15,670.4,11165.92,6.4
,boot,20000.0,100.0,10408.46,13969.91,18249.94,54.63,0.4,0.17,684.0,10400.71,6.0
,boot,20000.0,90.0,10603.42,14385.81,18531.53,51.13,0.35,0.17,682.2,10598.62,7.6
,boot,20000.0,80.0,10798.38,14801.71,18813.12,47.63,0.3,0.17,680.4,10796.53,9.2
,boot,20000.0,70.0,10993.35,15217.61,19094.7,44.12,0.25,0.18,678.6,10994.43,10.8
,boot,20000.0,60.0,11188.31,15633.51,19376.29,40.62,0.2,0.18,676.8,11192.34,12.4
,boot,20000.0,50.0,11383.27,16049.41,19657.88,37.12,0.15,0.18,675.0,11390.25,14.0
,boot,21000.0,90.0,12174.77,16182.31,19583.71,58.4,0.17,0.16,658.4,12179.6,13.0
,boot,22000.0,130.0,12966.28,16315.21,19509.55,79.68,0.18,0.15,641.8,12968.95,12.0
,boot,23000.0,170.0,13757.78,16448.11,19435.38,100.97,0.2,0.13,625.2,13758.3,11.0
,boot,24000.0,210.0,14549.29,16581.01,19361.22,122.25,0.21,0.12,608.6,14547.65,10.0
,boot,25000.0,250.0,15340.79,16713.91,19287.05,143.53,0.23,0.1,592.0,15337.0,9.0
,boot,25000.0,260.0,15145.55,16915.72,20205.79,145.47,0.22,0.11,600.6,15141.3,9.8
,boot,25000.0,270.0,14950.31,17117.53,21124.53,147.41,0.22,0.11,609.2,14945.6,10.6
,boot,25000.0,280.0,14755.07,17319.33,22043.26,149.35,0.21,0.12,617.8,14749.91,11.4
,boot,25000.0,290.0,14559.83,17521.14,22962.0,151.29,0.21,0.12,626.4,14554.21,12.2
,boot,25000.0,300.0,14364.59,17722.95,23880.74,153.23,0.2,0.13,635.0,14358.51,13.0
,boot,25000.0,310.0,13488.36,17099.68,22763.27,161.32,0.16,0.13,643.6,13483.05,10.4
